WKT,pops_number,borough_name,borough_code,community_board,address_number,street_name,zip_code,building_address_with_zip_code,tax_block,tax_lot,building_name,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space_designer,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled_access,latitude,longitude,xcoordinate,ycoordinate,bin,postcode,council_district,census_tract,bbl,nta,location,tpadbin,tpadbinstatus
"POINT (-74.005879 40.706804)",M010033,Manhattan,"1","01","160",WATER STREET,"10038","160 WATER STREET, New York, NY 10038","00070","0043",,"Bounded by Water, Fletcher, and Pearl Streets","1970",Completed,"Arcade; Plaza",,William Lescaze & Associates/Hausman & Rosenberg,William Lescaze & Associates/Hausman & Rosenberg,"Arcade 2575.25 sf; Plaza 2962.31 sf",24 Hours,None,,,Full/Partial,40.706804,-74.005879,"0982620","0196784","1001135","10038","1","15.02","1000700043",,POINT(-74.005879 40.706804),,No activity
"POINT (-74.007693 40.703809)",M010034,Manhattan,"1","01","32",OLD SLIP,"10005","32 OLD SLIP, New York, NY 10005","00035","0001",Financial Square,"Full block bounded by Old Slip, Front Street, Gouverneur Lane, and South Street","1987",Completed,"Arcade; Sidewalk Widening; Urban Plaza",Howard Ronson,Edward Durell Stone Associates,"Edward Durell Stone Associates; Deaprtment of Parks and Recreation (for alteration of Piazza in 2004)","Arcade 12004.25 sf; Sidewalk Widening 1406.00 sf; Urban Plaza 5887.00 sf",24 Hours,"Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space","improvements to city-owned property on Old Slip to create a ""Piazza"" with 1,292.43 sf planting, 10 trees, 30 1964 World's Fair benches, 12 wood and stone backless benches, lighting, 1 fountain, a heritage trail sign featuring police museum and history, and 6 litter receptacles",,Full/Partial,40.703809,-74.007693,"0982117","0195693","1000867","10005","1","7","1000350001",,POINT(-74.007693 40.703809),,No activity
"POINT (-74.011003 40.720865)",M010037,Manhattan,"1","01","388",GREENWICH STREET,"10013","388 GREENWICH STREET, New York, NY 10013","00216","0001",Salomon Smith Barney,"Full block bounded by Greenwich, West, North Moore, and Hubert Streets","1986",Completed,"Plaza; Public Plaza",,"Skidmore, Owings & Merrill; Kohn Pedersen Fox","Skidmore, Owings & Merrill; Kohn Pedersen Fox; Thomas Balsley (for alteration); James Corner Field Operations and Skidmore Owings & Merrill (for 2016 redesign)","Plaza 22906.00 sf; Public Plaza 22787.00 sf",24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,Full/Partial,40.720865,-74.011003,"0981200","0201907","1082816","10013","1","39","1002160001",,POINT(-74.011003 40.720865),,No activity
"POINT (-74.008195 40.707363)",M010038,Manhattan,"1","01","10",LIBERTY STREET,"10005","10 LIBERTY STREET, New York, NY 10005","00042","0022",Liberty Tower,Southeast corner of Liberty Street and William Street,"2002",Completed,"Pedestrian Circulation Space; Urban Plaza",,The Stephen B. Jacobs Group P.C.,Abel Bainsnson Butz,"Pedestrian Circulation Space 0.00 sf; Urban Plaza 4856.00 sf",24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.707363,-74.008195,"0981978","0196988","1086256","10005","1","7","1000420022",,POINT(-74.008195 40.707363),,No activity
"POINT (-74.007982 40.708659)",M010040,Manhattan,"1","01","59",MAIDEN LANE,"10038","59 MAIDEN LANE, New York, NY 10038","00067","0001",,North corner of Maiden Lane and William Street,"1965",Completed,"Arcade; Plaza",The Home Insurance Company,Alfred Easton Poor Architects,"Alfred Easton Poor Architects; Kohn Pedersen Fox (for alteration)","Arcade 4904.00 sf; Plaza 27700.87 sf",24 Hours,None,,,Full/Partial,40.708659,-74.007982,"0982037","0197460","1079043","10038","1","15.02","1000670001",,POINT(-74.007982 40.708659),,No activity
"POINT (-74.005129 40.706362)",M010041,Manhattan,"1","01","175",WATER STREET,"10038","175 WATER STREET, New York, NY 10038","00071","7501",,"Full block bounded by Water, John, Front, and Fletcher Streets","1984",Completed,"Open Pedestrian Area; Special Permit Arcade",Howard Ronson,Fox & Fowle Architects,Fox & Fowle Architects,"Open Pedestrian Area 0.00 sf; Special Permit Arcade 0.00 sf",24 Hours,"Other Required; Planting; Retail Frontage; Trees within Space",paving Front and Fletcher Streets in a manner consistent with South Street Seaport area,,Full/Partial,40.706362,-74.005129,"0982828","0196623","1001137","10038","1","15.02","1000717501",,POINT(-74.005129 40.706362),,No activity
"POINT (-74.015837 40.7056)",M010042,Manhattan,"1","01","17",BATTERY PLACE,"10004","17 BATTERY PLACE, New York, NY 10004","00015","7501",,Full blockfront on north side of Battery Plaza between Western Union International Plaza and West Street,"1972",Completed,"Arcade; Plaza",,Morris Lapidus,Morris Lapidus,"Arcade 6472.00 sf; Plaza 11534.37 sf",24 Hours,"Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space",,,Full/Partial,40.7056,-74.015837,"0979859","0196346","1082634","10004","1","13","1000157501",,POINT(-74.015837 40.7056),,No activity
"POINT (-74.014659 40.708631)",M010043,Manhattan,"1","01","40",RECTOR STREET,"10006","40 RECTOR STREET, New York, NY 10006","00055","7501",,North side of Rector Street between Washington and West Streets,"1971",Completed,Plaza,,Warren & Wetmore/Russell M. Boak and Joseph Schafren,Warren & Wetmore/Russell M. Boak and Joseph Schafren,Plaza 1420.31 sf,24 Hours,None,,,Full/Partial,40.708631,-74.014659,"0980186","0197450","1088750","10006","1","13","1000557501",,POINT(-74.014659 40.708631),,No activity
"POINT (-74.01183 40.707121)",M010044,Manhattan,"1","01","1",WALL STREET,"10005","1 WALL STREET, New York, NY 10005","00023","7501",Bank of New York,North side of Exchange Place between New Street and Broadway,"1964",Completed,Plaza,,Voorhees Walker Smith Smith & Haines,Voorhees Walker Smith Smith & Haines,Plaza 4618.50 sf,24 Hours,None,,,Full/Partial,40.707121,-74.01183,"0980970","0196900","1000815","10005","1","7","1000237501",,POINT(-74.01183 40.707121),,No activity
"POINT (-74.008119 40.705041)",M010045,Manhattan,"1","01","75",WALL STREET,"10005","75 WALL STREET, New York, NY 10005","00031","7501",Barclays Bank,South side of Wall Street between Water and Pearl Streets,"1987",Completed,"Arcade; Non-Bonused Public Open Space; Urban Plaza",,Welton Becket Associates,"Welton Becket Associates; M. Paul Friedberg & Partners","Arcade 5179.25 sf; Non-Bonused Public Open Space 0.00 sf; Urban Plaza 7017.50 sf",24 Hours,"Bicycle Parking; None; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.705041,-74.008119,"0981999","0196142","1085950","10005","1","7","1000317501",,POINT(-74.008119 40.705041),,No activity
"POINT (-74.008505 40.706241)",M010046,Manhattan,"1","01","60",WALL STREET,"10005","60 WALL STREET, New York, NY 10005","00040","0003",J.P. Morgan,North side of Wall Street between William and Pearl Streets,"1989",Completed,"Arcade; Covered Pedestrian Space",,Kevin Roche John Dinkeloo and Associates,Kevin Roche John Dinkeloo and Associates,"Arcade 5346.00 sf; Covered Pedestrian Space 11150.10 sf","24 Hours; Closing for Events; Restricted Hours","Artwork; Climate Control; Escalator; Food Service; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees within Space; Water Feature",,,Full/Partial,40.706241,-74.008505,"0981892","0196579","1001004","10005","1","7","1000400003",,POINT(-74.008505 40.706241),,No activity
"POINT (-74.010244 40.71114)",M010047,Manhattan,"1","01","55",CHURCH STREET,"10007","55 CHURCH STREET, New York, NY 10007","00080","0004",Millenium Hilton Hotel,East side of Church Street between Dey and Fulton Streets,"1991",Completed,"Sidewalk Widening; Urban Plaza",Kalikow Realty,Eli Attia Architects,"Eli Attia Architects; Stonehill and Taylor Architects and Planners (for alteration in 2005)","Sidewalk Widening 604.10 sf; Urban Plaza 4803.60 sf",24 Hours,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.71114,-74.010244,"0981410","0198364","1075702","10007","1","13","1000800004",,POINT(-74.010244 40.71114),,No activity
"POINT (-74.005977 40.71582)",M010048,Manhattan,"1","01","105",DUANE STREET,"10007","105 DUANE STREET, New York, NY 10007","00151","0001",Tribeca Tower,North side of Duane Street between Broadway and Trimble Place,"1989",Completed,Residential Plaza,,Schuman Lichtenstein Claman Efron,Thomas Balsley Associates,Residential Plaza 11587.49 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space; Water Feature",,,Full/Partial,40.71582,-74.005977,"0982593","0200069","1001650","10007","1","33","1001510001",,POINT(-74.005977 40.71582),,No activity
"POINT (-74.005634 40.708374)",M010049,Manhattan,"1","01","15",CLIFF STREET,"10038","15 CLIFF STREET, New York, NY 10038","00076","7501",,Southwest corner of Ryder's Alley and Eden's Alley,"2001",Completed,Urban Plaza,Rose Associates,Avinash K. Malhotra,"Avinash K. Malhotra; Weintraub Diaz Landscape Architecture PLLC (2016 design change)",Urban Plaza 3565.00 sf,24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,Open Air Cafe,Full/Partial,40.708374,-74.005634,"0982688","0197356","1085931","10038","1","15.02","1000767501",,POINT(-74.005634 40.708374),,No activity
"POINT (-74.006932 40.70741)",M010050,Manhattan,"1","01","2",GOLD STREET,"10038","2 GOLD STREET, New York, NY 10038","00069","0018",Two Gold,Northeast side of Maiden Lane between Gold Street and Pearl Street,"2005",Completed,Urban Plaza,Rockrose Development Corp.,Avinash K. Architects,"Mathews Nielsen Landscape Architects, P.C.",Urban Plaza 8130.00 sf,24 Hours,"Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space",,,Full/Partial,40.70741,-74.006932,"0982328","0197005","1087146","10038","1","15.02","1000690018",,POINT(-74.006932 40.70741),,No activity
"POINT (-74.013714 40.709161)",M010051,Manhattan,"1","01","123",WASHINGTON STREET,"10006","123 WASHINGTON STREET, New York, NY 10006","00053","7502",W Downtown Hotel & Residences,Southeast corner of Albany Street and Washington Street,"2010",Completed,Urban Plaza,Moinian Group,"Gwathmey Siegel and Associates Architects, LLC",Thomas Balsley Associates,Urban Plaza 5978.00 sf,24 Hours,"Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",kiosk provided,,Full/Partial,40.709161,-74.013714,"0980448","0197643","1088442","10006","1","13","1000537502",,POINT(-74.013714 40.709161),,No activity
"POINT (-74.014994 40.707761)",M010052,Manhattan,"1","01","50",WEST STREET,"10006","50 WEST STREET, New York, NY 10006","00017","7501",,East side of West Street between Joseph P. Ward Street and Rector Street,"2014",Completed,Public Open Space,"Time Equities, Inc., 50 West Street Development, LLC","SLCE Architects, LLP","SLCE Architects, LLP; W Architecture and Landscape",Public Open Space 0.00 sf,24 Hours,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space",,,Full/Partial,40.707761,-74.014994,"0980093","0197133","1090192","10006","1","13","1000177501",,POINT(-74.014994 40.707761),,No activity
"POINT (-74.005677 40.71097)",M010053,Manhattan,"1","01","8",SPRUCE STREET,"10038","8 SPRUCE STREET, New York, NY 10038","00100","7502",New York by Gehry,Fronting Spruce Street and Beekman Street between Nassau Street and Gold Street,"2011",Completed,"Non-Bonused Open Area; Porte Cochere; Urban Plaza",Forest City Ratner,"Gehry Architects New York, PC",Field Operations,"Non-Bonused Open Area 0.00 sf; Porte Cochere 0.00 sf; Urban Plaza 15533.00 sf",24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.71097,-74.005677,"0982676","0198302","1087485","10038","1","15.01","1001007502",,POINT(-74.005677 40.71097),,No activity
"POINT (-74.009036 40.712776)",M010054,Manhattan,"1","01","99",CHURCH STREET,"10007","99 CHURCH STREET, New York, NY 10007","00123","7502",30 Park Place,East side of Church Street between Park Place and Barclay Street,"2017",Completed,Public Plaza,Silverstein Properties,Robert A.M. Stern,"SLCE Architects and Lee Weintraub, Landscape Architect",Public Plaza 8403.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space; Water Feature",,,Full/Partial,40.712776,-74.009036,"0981745","0198960","1089428","10007","1","21","1001237502",,POINT(-74.009036 40.712776),,No activity
"POINT (-74.00597 40.710451)",M010055,Manhattan,"1","01","33",BEEKMAN STREET,"10038","33 BEEKMAN STREET, New York, NY 10038","00092","7501",,South side of Beekman Street between Nassau Street and William Street,"2016",Completed,Public Plaza,Naftali Group and SL Green Realty,Gene Kaufman Architects,Thomas Balsley Architects,Public Plaza 3012.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,Full/Partial,40.710451,-74.00597,"0982595","0198113","1089833","10038","1","15.01","1000927501",,POINT(-74.00597 40.710451),,No activity
"POINT (-74.009794 40.713726)",M010056,Manhattan,"1","01","43",PARK PLACE,"10007","43 PARK PLACE, New York, NY 10007","00126","0008",,North side of Park Place midblock between Church Street and West Broadway,"0",Under Construction,"Public Access Area; Public Plaza",Soho Properties,SOMA,Thomas Balsley Associates,"Public Access Area 0.00 sf; Public Plaza 2866.92 sf",24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature","glass pavers, greenwall",,Full/Partial,40.713726,-74.009794,"0981535","0199306","1090860","10007","1","21","1001260008",,POINT(-74.009794 40.713726),,No activity
"POINT (-74.012593 40.715408)",M010057,Manhattan,"1","01","111",MURRAY STREET,"10007","111 MURRAY STREET, New York, NY 10007","00142","7503",One Eleven Murray Street,Northeast corner of Murray Street and West Street,"0",Under Construction,Public Plaza,Fisher Brothers,Kohn Pedersen Fox Associates,Hollander Design,Public Plaza 10599.00 sf,24 Hours,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.715408,-74.012593,"0980759","0199919","1089698","10007","1","21","1001427503",,POINT(-74.012593 40.715408),,No activity
"POINT (-74.001176 40.710907)",M010058,Manhattan,"1","01","375",PEARL STREET,"10038","375 PEARL STREET, New York, NY 10038","00113","7501",Verizon Building,Pearl Street bounded by Avenue of the Finest and Madison Street,"1971",Completed,"Arcade; Plaza","Intergate Manhattan, LLC","Rose, Beaton & Rose Architects & Engineers","; Starr Whitehouse Landscape Architects & Planners PLLC (Design Change and Arcade Reduction 11/06/2017)","Arcade 0.00 sf; Plaza 19500.00 sf",24 Hours,"Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space",Light Sculpture,,Unknown,40.710907,-74.001176,"0983924","0198279","1001389","10038","1","29","1001137501",,POINT(-74.001176 40.710907),,No activity
"POINT (-74.002814 40.717714)",M010059,Manhattan,"1","01","376",BROADWAY,"10013","376 BROADWAY, New York, NY 10013","00172","7501",Mandarin Plaza,East side of Broadway between White Street and Franklin Street,"1990",Completed,Residential Plaza,Tommy Lee and William Co.,Daniel Pang Associates Architects and Planners,"Daniel Pang Associates Architects and Planners, Engel/GGP Landscape Architects",Residential Plaza 3752.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",1 unenclosed pavilion,,Full/Partial,40.717714,-74.002814,"0983470","0200759","1001866","10013","1","31","1001727501",,POINT(-74.002814 40.717714),,No activity
"POINT (-74.006345 40.709112)",M010060,Manhattan,"1","01","130",WILLIAM STREET,"10038","130 WILLIAM STREET, New York, NY 10038","00077","7501",,"Located on the block bounded by William Street, Fulton Street, Gold Street and John Street.",,Under Construction,Public Plaza,The Lightstone Group,Hill West Architects,"Weintraub Diaz LLC; Weintraub Diaz, LLC and Adjaye Associates",Public Plaza 5317.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space",,,Full/Partial,40.709112,-74.006345,"0982491","0197625","1090562","10038","1","15.02","1000777501",,POINT(-74.006345 40.709112),,No activity
